craft_id,craft_name,category,material_cost,labor_hours,weight_kg,is_gi_tagged,complexity_score,artisan_experience_years,texture_roughness_index,organic_dye_purity,is_genuine_handmade,sample_dialect_phrase,protected_artisan_wage,fair_market_price
SIH-CRAFT-0483,Kolhapuri Chappal & Leather,Leather Craft,501.99,12.0,0.56,1,1,16,0.971,0.768,1,प्राकृतिक चमड़ा,2304.0,4260.59
SIH-CRAFT-0484,Saharanpur Wood Carving,Wood Carving,1194.39,20.0,2.26,1,3,3,0.97,0.869,1,लकड़ी का झरोखा,4065.0,7572.68
SIH-CRAFT-0485,Bastar Dhokra Bell Metal,Dhokra Art,670.49,27.0,1.47,1,4,8,0.876,0.798,1,बेल मेटल बैल,6546.0,10214.76
SIH-CRAFT-0486,Gorakhpur Terracotta,Terracotta,343.37,10.7,2.87,1,2,34,0.727,0.985,1,हाथ से बनी मटकी,2478.8,4282.43
SIH-CRAFT-0487,Bastar Dhokra Bell Metal,Dhokra Art,523.49,18.3,2.76,1,4,5,0.81,0.827,1,मोम की ढलाई कला,4430.4,7160.25
SIH-CRAFT-0488,Kolhapuri Chappal & Leather,Leather Craft,463.87,7.1,0.68,1,4,20,0.936,0.874,1,हाथ की सिलाई,1776.8,3497.4
SIH-CRAFT-0489,Mithila Madhubani Painting,Madhubani,335.26,16.3,0.28,1,4,32,0.65,0.885,1,पेड़ और मोर,4114.9,6480.22
SIH-CRAFT-0490,Mithila Madhubani Painting,Madhubani,236.34,2.7,0.53,0,2,5,0.122,0.389,0,पेड़ और मोर,161.19,519.95
SIH-CRAFT-0491,Varanasi Silk Handloom,Handloom Silk,2044.36,40.3,0.89,1,4,29,0.861,0.732,1,बनारसी कतान सिल्क,10429.4,17312.08
SIH-CRAFT-0492,Gorakhpur Terracotta,Terracotta,188.93,12.6,1.11,1,4,15,0.683,0.866,1,धूपदानी,2845.8,4569.39
SIH-CRAFT-0493,Bastar Dhokra Bell Metal,Dhokra Art,1271.45,15.6,1.79,1,5,7,0.654,0.967,1,बेल मेटल बैल,4005.0,7595.71
SIH-CRAFT-0494,Bastar Dhokra Bell Metal,Dhokra Art,566.11,3.0,2.53,0,2,4,0.36,0.362,0,मोम की ढलाई कला,192.6,1245.44
SIH-CRAFT-0495,Gorakhpur Terracotta,Terracotta,229.74,3.4,0.71,1,3,7,0.962,0.979,1,माटी का घड़ा,771.4,1824.04
SIH-CRAFT-0496,Jaipur Blue Pottery,Blue Pottery,642.41,8.7,1.76,1,3,39,0.856,0.752,1,हस्तशिल्प जार,2507.7,4725.15
SIH-CRAFT-0497,Kolhapuri Chappal & Leather,Leather Craft,413.31,12.0,0.69,1,4,30,0.941,0.748,1,कोल्हापुरी हाथ की चप्पल,2946.0,5007.57
SIH-CRAFT-0498,Kolhapuri Chappal & Leather,Leather Craft,552.51,6.7,1.2,1,4,25,0.948,0.86,1,प्राकृतिक चमड़ा,1768.6,3606.0
SIH-CRAFT-0499,Saharanpur Wood Carving,Wood Carving,1033.24,25.8,2.0,1,3,39,0.83,0.809,1,लकड़ी का झरोखा,5770.8,9657.95
SIH-CRAFT-0500,Moradabad Brassware,Brass Craft,1142.88,27.2,1.5,1,2,21,0.847,0.85,1,ब्रास पूजा थाली,5591.8,9564.32
SIH-CRAFT-0501,Gorakhpur Terracotta,Terracotta,216.57,12.4,0.57,1,3,38,0.819,0.865,1,टेराकोटा सुराही,3000.4,4815.41
SIH-CRAFT-0502,Jaipur Blue Pottery,Blue Pottery,545.61,7.9,1.41,1,3,17,0.735,0.787,1,हस्तशिल्प जार,2000.9,3910.29
SIH-CRAFT-0503,Kutch Bandhani & Ajrakh,Bandhani,473.95,7.2,0.43,1,3,14,0.811,0.961,1,प्राकृतिक नील रंग,1693.2,3398.15
SIH-CRAFT-0504,Zari Zardozi Embroidery,Zari Embroidery,550.13,26.1,0.33,0,5,8,0.907,0.967,1,सच्ची जरी कढ़ाई,5992.5,8832.55
SIH-CRAFT-0505,Saharanpur Wood Carving,Wood Carving,333.72,4.2,1.25,0,1,5,0.328,0.261,0,शीशम की लकड़ी की जाली,223.02,734.18
SIH-CRAFT-0506,Kutch Bandhani & Ajrakh,Bandhani,719.51,11.1,0.6,1,3,35,0.88,0.744,1,प्राकृतिक नील रंग,2811.6,5239.5
SIH-CRAFT-0507,Kutch Bandhani & Ajrakh,Bandhani,360.91,2.3,0.26,0,2,2,0.375,0.102,0,अजरख ब्लॉक प्रिंट,133.86,794.0
SIH-CRAFT-0508,Jaipur Blue Pottery,Blue Pottery,759.92,13.7,1.18,1,5,35,0.793,0.902,1,नीली मिट्टी का फूलदान,3881.5,6738.42
SIH-CRAFT-0509,Bastar Dhokra Bell Metal,Dhokra Art,1036.65,24.3,1.33,1,5,36,0.731,0.721,1,मोम की ढलाई कला,6615.0,10802.23
SIH-CRAFT-0510,Saharanpur Wood Carving,Wood Carving,976.02,8.7,2.33,1,4,25,0.713,0.8,1,लकड़ी का झरोखा,2228.1,4798.06
SIH-CRAFT-0511,Gorakhpur Terracotta,Terracotta,200.78,6.8,2.96,1,4,12,0.795,0.968,1,टेराकोटा सुराही,1594.4,2895.99
SIH-CRAFT-0512,Varanasi Silk Handloom,Handloom Silk,1258.78,48.1,0.47,1,5,6,0.73,0.88,1,शुद्ध रेशमी साड़ी,12596.0,19176.45
SIH-CRAFT-0513,Moradabad Brassware,Brass Craft,1432.55,10.2,3.53,1,2,24,0.719,0.856,1,पीतल का नक्काशीदार दीया,2338.8,5563.82
SIH-CRAFT-0514,Kolhapuri Chappal & Leather,Leather Craft,505.19,10.3,0.98,1,2,4,0.774,0.963,1,हाथ की सिलाई,1955.2,3794.03
SIH-CRAFT-0515,Gorakhpur Terracotta,Terracotta,168.03,5.2,2.59,1,3,6,0.803,0.974,1,माटी का घड़ा,1109.2,2196.76
SIH-CRAFT-0516,Kutch Bandhani & Ajrakh,Bandhani,830.39,20.6,0.45,1,2,4,0.747,0.956,1,अजरख ब्लॉक प्रिंट,4056.4,7069.67
SIH-CRAFT-0517,Varanasi Silk Handloom,Handloom Silk,827.86,7.1,1.12,0,2,4,0.286,0.115,0,जरी पल्लू,477.12,1821.29
SIH-CRAFT-0518,Kolhapuri Chappal & Leather,Leather Craft,145.16,1.2,0.82,0,2,3,0.238,0.105,0,प्राकृतिक चमड़ा,66.24,319.35
SIH-CRAFT-0519,Saharanpur Wood Carving,Wood Carving,702.33,29.9,4.42,1,4,6,0.857,0.955,1,शीशम की लकड़ी की जाली,6458.7,10139.89
SIH-CRAFT-0520,Kolhapuri Chappal & Leather,Leather Craft,194.14,1.3,0.71,0,1,0,0.355,0.232,0,हाथ की सिलाई,67.08,427.11
SIH-CRAFT-0521,Zari Zardozi Embroidery,Zari Embroidery,468.34,3.1,0.7,0,2,2,0.418,0.165,0,मखमली सूट पीस,175.77,1030.35
SIH-CRAFT-0522,Mithila Madhubani Painting,Madhubani,326.22,23.2,0.66,1,3,22,0.877,0.961,1,गोबर लीपा कैनवास,5225.2,7966.92
SIH-CRAFT-0523,Kutch Bandhani & Ajrakh,Bandhani,432.25,1.2,0.85,0,1,2,0.124,0.237,0,प्राकृतिक नील रंग,65.52,950.95
SIH-CRAFT-0524,Jaipur Blue Pottery,Blue Pottery,811.74,8.0,0.66,1,4,29,0.967,0.788,1,हस्तशिल्प जार,2299.0,4672.0
SIH-CRAFT-0525,Moradabad Brassware,Brass Craft,825.52,10.6,1.62,1,4,39,0.852,0.873,1,पीतल का नक्काशीदार दीया,2895.8,5496.28
SIH-CRAFT-0526,Gorakhpur Terracotta,Terracotta,356.44,8.2,2.01,1,4,26,0.711,0.812,1,धूपदानी,2095.6,3782.75
SIH-CRAFT-0527,Mithila Madhubani Painting,Madhubani,374.45,19.4,0.78,1,4,29,0.723,0.895,1,गोबर लीपा कैनवास,4761.2,7405.63
SIH-CRAFT-0528,Varanasi Silk Handloom,Handloom Silk,3032.34,59.4,1.09,1,4,23,0.936,0.957,1,जरी पल्लू,15076.2,24919.03
SIH-CRAFT-0529,Kutch Bandhani & Ajrakh,Bandhani,786.34,19.2,0.7,1,3,39,0.846,0.852,1,प्राकृतिक नील रंग,4540.2,7663.33
SIH-CRAFT-0530,Gorakhpur Terracotta,Terracotta,285.48,12.1,0.63,1,2,36,0.827,0.985,1,माटी का घड़ा,2766.4,4592.54
SIH-CRAFT-0531,Kolhapuri Chappal & Leather,Leather Craft,809.1,15.6,0.55,1,4,28,0.942,0.924,1,प्राकृतिक चमड़ा,3664.8,6512.27
SIH-CRAFT-0532,Bastar Dhokra Bell Metal,Dhokra Art,823.86,30.2,2.66,1,3,32,0.924,0.831,1,बेल मेटल बैल,7305.2,11446.73
SIH-CRAFT-0533,Kolhapuri Chappal & Leather,Leather Craft,817.24,15.3,0.96,1,2,28,0.786,0.831,1,कोल्हापुरी हाथ की चप्पल,3235.2,5943.29
SIH-CRAFT-0534,Bastar Dhokra Bell Metal,Dhokra Art,1283.9,14.4,2.03,1,4,23,0.878,0.963,1,ढोकरा आदिवासी मूर्ति,3772.2,7298.24
SIH-CRAFT-0535,Jaipur Blue Pottery,Blue Pottery,738.42,14.9,0.79,1,5,35,0.852,0.746,1,हस्तशिल्प जार,4175.5,7106.29
SIH-CRAFT-0536,Kutch Bandhani & Ajrakh,Bandhani,436.71,11.4,0.81,1,2,13,0.937,0.752,1,प्राकृतिक नील रंग,2406.6,4310.97
SIH-CRAFT-0537,Gorakhpur Terracotta,Terracotta,242.86,11.5,1.84,1,2,10,0.947,0.979,1,माटी का घड़ा,2266.0,3859.46
SIH-CRAFT-0538,Zari Zardozi Embroidery,Zari Embroidery,462.82,22.4,0.65,0,2,34,0.728,0.871,1,सच्ची जरी कढ़ाई,4743.6,7028.67
SIH-CRAFT-0539,Bastar Dhokra Bell Metal,Dhokra Art,587.35,23.2,1.46,1,5,20,0.855,0.862,1,ढोकरा आदिवासी मूर्ति,6100.0,9500.42
SIH-CRAFT-0540,Gorakhpur Terracotta,Terracotta,166.52,6.8,0.94,1,1,39,0.927,0.787,1,माटी का घड़ा,1754.6,3066.01
SIH-CRAFT-0541,Gorakhpur Terracotta,Terracotta,448.12,4.8,1.35,1,2,32,0.897,0.804,1,माटी का घड़ा,1363.2,2917.78
SIH-CRAFT-0542,Jaipur Blue Pottery,Blue Pottery,527.55,18.6,2.4,1,5,38,0.671,0.837,1,नीली मिट्टी का फूलदान,5127.0,8106.14
SIH-CRAFT-0543,Moradabad Brassware,Brass Craft,1096.51,12.2,2.44,1,2,9,0.839,0.984,1,हाथ की ढलाई,2501.8,5330.22
SIH-CRAFT-0544,Jaipur Blue Pottery,Blue Pottery,728.76,19.1,2.77,1,4,30,0.851,0.792,1,हस्तशिल्प जार,4900.3,8071.73
SIH-CRAFT-0545,Zari Zardozi Embroidery,Zari Embroidery,328.62,2.0,0.69,0,2,3,0.383,0.359,0,जरदोज़ी का काम,113.4,722.96
SIH-CRAFT-0546,Moradabad Brassware,Brass Craft,240.76,1.3,4.31,0,1,5,0.397,0.33,0,ब्रास पूजा थाली,70.98,529.67
SIH-CRAFT-0547,Kutch Bandhani & Ajrakh,Bandhani,579.72,18.9,0.35,1,4,15,0.878,0.774,1,कच्छी बंधेज दुपट्टा,4345.2,7121.14
SIH-CRAFT-0548,Moradabad Brassware,Brass Craft,1259.99,23.3,2.01,1,4,24,0.781,0.865,1,पीतल का नक्काशीदार दीया,5439.4,9516.68
SIH-CRAFT-0549,Mithila Madhubani Painting,Madhubani,708.6,33.8,0.44,1,4,5,0.863,0.84,1,पेड़ और मोर,7612.4,11705.85
SIH-CRAFT-0550,Kolhapuri Chappal & Leather,Leather Craft,250.99,2.1,1.14,0,1,4,0.205,0.304,0,प्राकृतिक चमड़ा,108.36,552.18
SIH-CRAFT-0551,Kolhapuri Chappal & Leather,Leather Craft,474.96,12.5,1.04,1,3,7,0.97,0.781,1,कोल्हापुरी हाथ की चप्पल,2555.0,4562.95
SIH-CRAFT-0552,Saharanpur Wood Carving,Wood Carving,410.6,3.9,2.91,0,2,1,0.308,0.353,0,हाथ से तराशा बॉक्स,221.13,903.32
SIH-CRAFT-0553,Saharanpur Wood Carving,Wood Carving,671.5,8.1,4.05,1,4,31,0.924,0.788,1,लकड़ी का झरोखा,2190.3,4335.93
SIH-CRAFT-0554,Moradabad Brassware,Brass Craft,1049.06,8.7,2.41,1,2,31,0.817,0.932,1,हाथ की ढलाई,2152.8,4795.01
SIH-CRAFT-0555,Mithila Madhubani Painting,Madhubani,758.0,28.5,0.47,1,4,12,0.904,0.728,1,गोबर लीपा कैनवास,6535.5,10318.73
SIH-CRAFT-0556,Varanasi Silk Handloom,Handloom Silk,1956.55,47.4,0.82,1,3,22,0.958,0.899,1,बनारसी कतान सिल्क,11516.4,18660.98
SIH-CRAFT-0557,Saharanpur Wood Carving,Wood Carving,446.14,18.5,3.24,1,4,4,0.841,0.791,1,शीशम की लकड़ी की जाली,4000.5,6475.46
SIH-CRAFT-0558,Saharanpur Wood Carving,Wood Carving,686.57,18.8,3.66,1,2,20,0.699,0.779,1,शीशम की लकड़ी की जाली,3853.2,6601.19
SIH-CRAFT-0559,Zari Zardozi Embroidery,Zari Embroidery,557.49,23.6,0.68,0,4,12,0.961,0.933,1,मखमली सूट पीस,5206.8,7781.79
SIH-CRAFT-0560,Varanasi Silk Handloom,Handloom Silk,1616.17,55.3,0.83,1,3,11,0.66,0.962,1,बनारसी कतान सिल्क,13215.8,20495.66
SIH-CRAFT-0561,Jaipur Blue Pottery,Blue Pottery,397.37,11.5,2.15,1,5,25,0.753,0.937,1,हस्तशिल्प जार,3192.5,5318.82
SIH-CRAFT-0562,Kolhapuri Chappal & Leather,Leather Craft,903.67,13.4,0.85,1,1,32,0.682,0.79,1,हाथ की सिलाई,2784.8,5451.93
SIH-CRAFT-0563,Bastar Dhokra Bell Metal,Dhokra Art,1542.19,13.2,3.22,1,4,26,0.779,0.903,1,बेल मेटल बैल,3531.6,7322.12
SIH-CRAFT-0564,Saharanpur Wood Carving,Wood Carving,1282.4,16.9,0.91,1,5,10,0.766,0.834,1,शीशम की लकड़ी की जाली,3952.5,7539.61
SIH-CRAFT-0565,Moradabad Brassware,Brass Craft,1325.33,10.5,1.96,1,2,23,0.834,0.721,1,ब्रास पूजा थाली,2382.0,5477.4
SIH-CRAFT-0566,Kolhapuri Chappal & Leather,Leather Craft,704.32,7.6,0.59,1,2,33,0.777,0.799,1,हाथ की सिलाई,1893.4,3979.42
SIH-CRAFT-0567,Zari Zardozi Embroidery,Zari Embroidery,1479.22,24.2,0.54,0,3,14,0.869,0.723,1,मखमली सूट पीस,5074.2,8847.12
SIH-CRAFT-0568,Zari Zardozi Embroidery,Zari Embroidery,570.04,24.9,0.53,0,2,31,0.708,0.977,1,जरदोज़ी का काम,5171.1,7750.54
SIH-CRAFT-0569,Zari Zardozi Embroidery,Zari Embroidery,1304.77,29.3,0.57,0,5,6,0.68,0.937,1,मखमली सूट पीस,6682.5,10782.81
SIH-CRAFT-0570,Gorakhpur Terracotta,Terracotta,348.26,8.0,1.37,1,4,15,0.718,0.954,1,हाथ से बनी मटकी,1889.0,3492.8
SIH-CRAFT-0571,Zari Zardozi Embroidery,Zari Embroidery,1163.54,33.0,0.96,0,4,8,0.842,0.877,1,मखमली सूट पीस,7149.0,11221.93
SIH-CRAFT-0572,Kutch Bandhani & Ajrakh,Bandhani,982.0,7.0,0.83,1,2,3,0.882,0.938,1,अजरख ब्लॉक प्रिंट,1403.0,3692.25
SIH-CRAFT-0573,Jaipur Blue Pottery,Blue Pottery,330.45,1.4,2.14,0,2,5,0.211,0.184,0,क्वार्ट्ज प्लेट,87.78,726.99
SIH-CRAFT-0574,Kutch Bandhani & Ajrakh,Bandhani,829.99,13.6,0.33,1,3,26,0.927,0.745,1,प्राकृतिक नील रंग,3191.6,5901.65
SIH-CRAFT-0575,Mithila Madhubani Painting,Madhubani,289.46,8.4,0.6,1,4,30,0.972,0.739,1,गोबर लीपा कैनवास,2323.2,3999.59
SIH-CRAFT-0576,Kutch Bandhani & Ajrakh,Bandhani,405.95,2.6,0.85,0,1,3,0.278,0.243,0,अजरख ब्लॉक प्रिंट,141.96,893.09
SIH-CRAFT-0577,Kutch Bandhani & Ajrakh,Bandhani,448.63,15.7,0.6,1,4,18,0.885,0.778,1,प्राकृतिक नील रंग,3692.6,6063.16
SIH-CRAFT-0578,Zari Zardozi Embroidery,Zari Embroidery,1477.15,24.2,0.79,0,2,40,0.809,0.9,1,जरदोज़ी का काम,5173.8,8978.78
SIH-CRAFT-0579,Kolhapuri Chappal & Leather,Leather Craft,376.08,2.0,0.77,0,1,4,0.411,0.081,0,प्राकृतिक चमड़ा,103.2,827.38
SIH-CRAFT-0580,Jaipur Blue Pottery,Blue Pottery,646.56,14.1,1.95,1,4,37,0.907,0.836,1,हस्तशिल्प जार,3840.3,6529.76
SIH-CRAFT-0581,Bastar Dhokra Bell Metal,Dhokra Art,864.67,17.8,3.44,1,4,21,0.705,0.902,1,बेल मेटल बैल,4551.4,7784.19
SIH-CRAFT-0582,Moradabad Brassware,Brass Craft,1276.45,9.2,3.63,1,3,39,0.667,0.987,1,हाथ की ढलाई,2480.2,5543.98
SIH-CRAFT-0583,Zari Zardozi Embroidery,Zari Embroidery,959.0,13.2,0.35,0,4,19,0.694,0.781,1,सच्ची जरी कढ़ाई,3096.6,5475.06
SIH-CRAFT-0584,Gorakhpur Terracotta,Terracotta,331.15,13.0,2.72,1,4,26,0.917,0.776,1,टेराकोटा सुराही,3094.0,5096.45
SIH-CRAFT-0585,Bastar Dhokra Bell Metal,Dhokra Art,1080.13,10.7,3.46,1,3,12,0.926,0.918,1,मोम की ढलाई कला,2598.2,5438.25
SIH-CRAFT-0586,Kutch Bandhani & Ajrakh,Bandhani,652.15,16.2,0.35,1,4,25,0.668,0.777,1,कच्छी बंधेज दुपट्टा,3906.6,6626.81
SIH-CRAFT-0587,Gorakhpur Terracotta,Terracotta,269.62,6.3,2.74,1,2,27,0.876,0.813,1,हाथ से बनी मटकी,1564.2,2948.16
SIH-CRAFT-0588,Mithila Madhubani Painting,Madhubani,489.1,16.1,0.66,1,4,23,0.967,0.898,1,मिथिला पेंटिंग,3935.3,6445.44
SIH-CRAFT-0589,Jaipur Blue Pottery,Blue Pottery,280.23,2.9,1.55,0,2,2,0.195,0.331,0,क्वार्ट्ज प्लेट,181.83,616.51
SIH-CRAFT-0590,Zari Zardozi Embroidery,Zari Embroidery,1261.81,28.7,0.81,0,3,36,0.761,0.9,1,जरदोज़ी का काम,6308.7,10220.19
SIH-CRAFT-0591,Saharanpur Wood Carving,Wood Carving,1072.8,26.0,0.84,1,2,36,0.684,0.829,1,शीशम की लकड़ी की जाली,5454.0,9283.68
SIH-CRAFT-0592,Moradabad Brassware,Brass Craft,640.85,20.4,1.76,1,3,10,0.884,0.735,1,हाथ की ढलाई,4352.4,7213.39
SIH-CRAFT-0593,Mithila Madhubani Painting,Madhubani,670.12,26.1,0.66,1,3,10,0.88,0.773,1,पेड़ और मोर,5657.1,9014.25
SIH-CRAFT-0594,Jaipur Blue Pottery,Blue Pottery,857.48,9.9,1.54,1,4,19,0.703,0.721,1,नीली मिट्टी का फूलदान,2591.7,5128.89
SIH-CRAFT-0595,Kutch Bandhani & Ajrakh,Bandhani,1096.77,10.1,0.77,1,2,31,0.673,0.984,1,कच्छी बंधेज दुपट्टा,2424.4,5226.08
SIH-CRAFT-0596,Zari Zardozi Embroidery,Zari Embroidery,1127.76,12.7,0.68,0,5,16,0.853,0.731,1,सच्ची जरी कढ़ाई,3097.5,5704.1
SIH-CRAFT-0597,Moradabad Brassware,Brass Craft,687.5,19.4,2.63,1,5,4,0.946,0.743,1,हाथ की ढलाई,4522.0,7505.32
SIH-CRAFT-0598,Gorakhpur Terracotta,Terracotta,139.75,0.9,2.6,0,2,4,0.101,0.298,0,धूपदानी,49.68,307.45
SIH-CRAFT-0599,Bastar Dhokra Bell Metal,Dhokra Art,1428.45,27.2,2.92,1,5,17,0.651,0.977,1,मोम की ढलाई कला,7055.0,11925.16
SIH-CRAFT-0600,Jaipur Blue Pottery,Blue Pottery,864.27,11.0,2.1,1,5,6,0.859,0.978,1,नीली मिट्टी का फूलदान,2785.0,5399.01
SIH-CRAFT-0601,Saharanpur Wood Carving,Wood Carving,1360.93,7.9,2.5,1,4,15,0.708,0.711,1,हाथ से तराशा बॉक्स,1907.7,4885.15
SIH-CRAFT-0602,Varanasi Silk Handloom,Handloom Silk,1797.24,20.7,0.95,1,4,8,0.942,0.827,1,शुद्ध रेशमी साड़ी,5253.6,9991.13
SIH-CRAFT-0603,Mithila Madhubani Painting,Madhubani,263.95,35.9,0.27,1,4,7,0.912,0.887,1,पेड़ और मोर,8110.7,11778.28
SIH-CRAFT-0604,Kolhapuri Chappal & Leather,Leather Craft,334.83,2.3,0.41,0,2,0,0.218,0.302,0,प्राकृतिक चमड़ा,126.96,736.63
SIH-CRAFT-0605,Jaipur Blue Pottery,Blue Pottery,709.62,13.3,2.67,1,3,40,0.727,0.721,1,हस्तशिल्प जार,3539.3,6208.54
SIH-CRAFT-0606,Mithila Madhubani Painting,Madhubani,260.48,33.4,0.53,1,3,11,0.655,0.883,1,प्राकृतिक रंग चित्र,7212.4,10560.89
SIH-CRAFT-0607,Jaipur Blue Pottery,Blue Pottery,443.88,14.3,2.4,1,2,10,0.814,0.932,1,नीली मिट्टी का फूलदान,3138.7,5308.98
SIH-CRAFT-0608,Jaipur Blue Pottery,Blue Pottery,584.42,17.4,2.76,1,5,23,0.69,0.898,1,हस्तशिल्प जार,4608.0,7482.27
SIH-CRAFT-0609,Mithila Madhubani Painting,Madhubani,780.58,14.0,0.13,1,3,24,0.671,0.779,1,पेड़ और मोर,3314.0,6000.18
SIH-CRAFT-0610,Mithila Madhubani Painting,Madhubani,554.37,20.3,0.75,1,3,11,0.683,0.946,1,पेड़ और मोर,4448.3,7226.1
SIH-CRAFT-0611,Mithila Madhubani Painting,Madhubani,517.83,8.2,0.23,1,3,40,0.943,0.821,1,पेड़ और मोर,2330.2,4317.34
SIH-CRAFT-0612,Mithila Madhubani Painting,Madhubani,601.9,22.6,0.39,1,3,5,0.847,0.908,1,मिथिला पेंटिंग,4843.6,7823.93
SIH-CRAFT-0613,Moradabad Brassware,Brass Craft,605.48,12.7,2.03,1,2,26,0.935,0.986,1,हाथ की ढलाई,2853.8,5142.53
SIH-CRAFT-0614,Varanasi Silk Handloom,Handloom Silk,2340.87,25.2,0.44,1,3,12,0.876,0.981,1,जरी पल्लू,6127.2,11904.39
SIH-CRAFT-0615,Bastar Dhokra Bell Metal,Dhokra Art,1237.16,10.9,2.54,1,4,16,0.793,0.797,1,मोम की ढलाई कला,2834.2,5968.84
SIH-CRAFT-0616,Gorakhpur Terracotta,Terracotta,165.74,8.9,0.97,1,1,34,0.82,0.721,1,टेराकोटा सुराही,2040.8,3451.33
SIH-CRAFT-0617,Bastar Dhokra Bell Metal,Dhokra Art,858.57,14.4,2.63,1,4,17,0.907,0.795,1,ढोकरा आदिवासी मूर्ति,3682.2,6602.54
SIH-CRAFT-0618,Varanasi Silk Handloom,Handloom Silk,2900.74,32.5,0.58,1,4,40,0.81,0.958,1,शुद्ध रेशमी साड़ी,8660.0,16079.5
SIH-CRAFT-0619,Varanasi Silk Handloom,Handloom Silk,778.59,5.0,0.51,0,1,5,0.226,0.144,0,हाथ का ताना-बाना,318.0,1712.9
SIH-CRAFT-0620,Mithila Madhubani Painting,Madhubani,562.77,15.9,0.18,1,4,32,0.788,0.92,1,गोबर लीपा कैनवास,4025.7,6666.93
SIH-CRAFT-0621,Moradabad Brassware,Brass Craft,1547.46,20.8,4.25,1,3,39,0.97,0.948,1,पीतल का नक्काशीदार दीया,4869.8,9135.8
SIH-CRAFT-0622,Kutch Bandhani & Ajrakh,Bandhani,276.55,3.3,0.61,0,2,2,0.105,0.2,0,कच्छी बंधेज दुपट्टा,192.06,608.41
SIH-CRAFT-0623,Varanasi Silk Handloom,Handloom Silk,2232.77,55.2,0.87,1,3,39,0.946,0.821,1,बनारसी कतान सिल्क,13612.2,21863.21
SIH-CRAFT-0624,Gorakhpur Terracotta,Terracotta,148.02,1.3,1.78,0,2,3,0.383,0.294,0,माटी का घड़ा,71.76,325.64
SIH-CRAFT-0625,Bastar Dhokra Bell Metal,Dhokra Art,591.4,26.6,2.67,1,4,16,0.694,0.786,1,बेल मेटल बैल,6570.8,10141.47
SIH-CRAFT-0626,Jaipur Blue Pottery,Blue Pottery,717.97,8.3,1.61,1,2,32,0.803,0.74,1,हस्तशिल्प जार,2214.7,4431.6
SIH-CRAFT-0627,Kutch Bandhani & Ajrakh,Bandhani,997.24,16.0,0.69,1,2,7,0.777,0.9,1,प्राकृतिक नील रंग,3209.0,6150.92
SIH-CRAFT-0628,Gorakhpur Terracotta,Terracotta,375.87,10.7,2.34,1,2,8,0.855,0.797,1,माटी का घड़ा,2088.8,3799.8
SIH-CRAFT-0629,Kolhapuri Chappal & Leather,Leather Craft,301.92,2.2,0.49,0,2,3,0.317,0.178,0,कोल्हापुरी हाथ की चप्पल,121.44,664.22
SIH-CRAFT-0630,Kolhapuri Chappal & Leather,Leather Craft,686.45,13.5,0.51,1,3,18,0.828,0.888,1,हाथ की सिलाई,2916.0,5335.81
SIH-CRAFT-0631,Zari Zardozi Embroidery,Zari Embroidery,475.19,4.3,0.83,0,2,2,0.414,0.226,0,सच्ची जरी कढ़ाई,243.81,1045.42
SIH-CRAFT-0632,Moradabad Brassware,Brass Craft,1047.38,17.0,3.76,1,2,33,0.884,0.897,1,हाथ की ढलाई,3793.0,7007.01
SIH-CRAFT-0633,Moradabad Brassware,Brass Craft,1041.78,21.5,4.62,1,2,15,0.944,0.833,1,पीतल का नक्काशीदार दीया,4396.0,7813.5
SIH-CRAFT-0634,Kutch Bandhani & Ajrakh,Bandhani,212.28,3.2,0.28,0,2,0,0.344,0.224,0,कच्छी बंधेज दुपट्टा,186.24,467.02
SIH-CRAFT-0635,Kolhapuri Chappal & Leather,Leather Craft,145.45,1.4,0.95,0,1,3,0.221,0.205,0,हाथ की सिलाई,72.24,319.99
SIH-CRAFT-0636,Gorakhpur Terracotta,Terracotta,168.88,12.6,1.2,1,3,29,0.841,0.89,1,हाथ से बनी मटकी,2904.6,4621.7
SIH-CRAFT-0637,Bastar Dhokra Bell Metal,Dhokra Art,1266.55,28.5,2.0,1,4,39,0.694,0.929,1,ढोकरा आदिवासी मूर्ति,7368.0,12129.14
SIH-CRAFT-0638,Moradabad Brassware,Brass Craft,1046.28,13.8,5.3,1,3,25,0.744,0.977,1,हाथ की ढलाई,3217.8,6229.01
SIH-CRAFT-0639,Mithila Madhubani Painting,Madhubani,406.89,35.2,0.69,1,5,12,0.703,0.734,1,प्राकृतिक रंग चित्र,8452.0,12432.0
SIH-CRAFT-0640,Zari Zardozi Embroidery,Zari Embroidery,723.43,14.6,0.69,0,2,23,0.973,0.743,1,सच्ची जरी कढ़ाई,3104.4,5167.57
SIH-CRAFT-0641,Kolhapuri Chappal & Leather,Leather Craft,268.07,1.0,0.42,0,2,1,0.432,0.375,0,कोल्हापुरी हाथ की चप्पल,55.2,589.75
SIH-CRAFT-0642,Gorakhpur Terracotta,Terracotta,125.54,1.3,2.44,0,2,3,0.414,0.389,0,टेराकोटा सुराही,71.76,276.19
SIH-CRAFT-0643,Zari Zardozi Embroidery,Zari Embroidery,1418.41,18.5,0.38,0,5,5,0.696,0.86,1,सच्ची जरी कढ़ाई,4237.5,7635.48
SIH-CRAFT-0644,Gorakhpur Terracotta,Terracotta,402.26,7.9,0.78,1,1,15,0.843,0.764,1,हाथ से बनी मटकी,1583.8,3153.68
